307,444,335,442,336,458,308,460,0.81
282,444,309,444,309,459,282,459,0.79
252,444,283,444,283,459,252,459,0.79
221,443,253,445,252,459,221,458,0.81
0,0,0,0,0,0,0,0,0.00
362,443,384,443,384,458,362,458,0.77
183,442,222,444,221,458,182,456,0.81
156,443,182,442,183,455,157,457,0.75
110,442,139,442,139,457,110,457,0.73
381,442,401,442,401,456,381,456,0.73
76,439,112,441,111,456,75,454,0.79
171,420,197,420,197,436,171,436,0.80
102,419,143,419,143,436,102,436,0.80
144,419,173,419,173,435,144,435,0.82
70,419,103,418,103,433,71,434,0.77
0,0,0,0,0,0,0,0,0.00
0,0,0,0,0,0,0,0,0.00
157,403,190,403,190,417,157,417,0.79
356,403,384,403,384,417,356,417,0.75
334,403,356,403,356,417,334,417,0.75
298,401,335,403,334,418,297,417,0.80
271,404,298,402,300,418,273,420,0.80
241,401,274,403,273,419,240,418,0.77
135,403,158,403,158,416,135,416,0.75
208,401,243,402,242,419,207,417,0.80
120,403,141,403,141,416,120,416,0.75
0,0,0,0,0,0,0,0,0.00
92,401,121,401,121,416,92,416,0.83
53,399,93,399,93,416,53,416,0.84
0,0,0,0,0,0,0,0,0.00
295,387,314,387,314,399,295,399,0.74
196,384,242,384,242,400,196,400,0.82
118,383,153,386,151,401,117,398,0.81
153,382,195,384,194,401,152,399,0.83
344,384,372,383,373,398,345,400,0.80
316,384,344,384,344,399,316,399,0.83
262,384,293,384,293,399,262,399,0.82
372,383,402,383,402,399,372,399,0.80
55,383,93,383,93,398,55,398,0.82
93,383,117,383,117,399,93,399,0.79
384,369,402,369,402,381,384,381,0.73
272,367,304,369,303,382,272,381,0.79
151,368,184,367,185,381,152,383,0.80
352,366,384,366,384,381,352,381,0.79
333,366,352,366,352,381,333,381,0.75
302,366,333,366,333,381,302,381,0.81
220,366,246,366,246,382,220,382,0.80
184,364,220,366,220,382,183,381,0.81
132,366,152,366,152,381,132,381,0.76
100,366,133,366,133,380,100,380,0.82
243,368,270,364,273,380,245,384,0.81
72,367,99,365,100,378,73,380,0.83
0,0,0,0,0,0,0,0,0.00
241,346,275,346,275,360,241,360,0.79
206,344,242,347,241,362,205,359,0.80
168,345,207,345,207,361,168,361,0.81
0,0,0,0,0,0,0,0,0.00
142,345,169,345,169,360,142,360,0.78
113,345,142,343,143,359,114,360,0.77
90,346,115,344,117,359,91,362,0.80
60,330,78,330,78,341,60,341,0.76
101,329,124,329,124,342,101,342,0.76
0,0,0,0,0,0,0,0,0.00
123,329,139,329,139,341,123,341,0.74
77,328,102,328,102,341,77,341,0.79
364,326,403,326,403,343,364,343,0.80
305,327,343,327,343,342,305,342,0.77
207,326,248,327,247,343,207,342,0.82
159,327,186,327,186,342,159,342,0.80
138,328,159,328,159,341,138,341,0.77
246,325,306,325,306,344,246,344,0.79
187,327,208,327,208,341,187,341,0.80
0,0,0,0,0,0,0,0,0.00
143,310,180,310,180,324,143,324,0.80
380,308,403,310,402,326,379,324,0.79
365,310,381,310,381,323,365,323,0.73
225,309,254,309,254,324,225,324,0.75
197,308,227,310,227,325,196,323,0.80
109,309,145,309,145,324,109,324,0.78
325,307,365,310,364,325,324,322,0.81
290,310,324,307,325,322,291,324,0.78
246,306,292,308,292,325,245,323,0.80
0,0,0,0,0,0,0,0,0.00
152,293,184,293,184,308,152,308,0.81
125,294,152,294,152,307,125,307,0.82
60,293,101,293,101,308,60,308,0.81
342,291,403,294,402,308,341,305,0.75
184,292,214,292,214,307,184,307,0.78
98,294,124,290,126,306,100,310,0.81
307,292,342,291,342,304,307,305,0.78
214,290,255,290,255,307,214,307,0.82
287,291,307,291,307,305,287,305,0.75
253,289,286,288,287,305,254,307,0.83
341,277,371,277,371,289,341,289,0.77
0,0,0,0,0,0,0,0,0.00
61,276,95,276,95,290,61,290,0.78
0,0,0,0,0,0,0,0,0.00
372,276,388,276,388,288,372,288,0.72
125,275,149,275,149,291,125,291,0.78
0,0,0,0,0,0,0,0,0.00
149,274,187,274,187,289,149,289,0.85
0,0,0,0,0,0,0,0,0.00
259,273,293,273,293,288,259,288,0.81
186,273,225,271,226,288,187,289,0.82
294,273,325,273,325,287,294,287,0.82
225,270,257,273,256,291,223,288,0.81
0,0,0,0,0,0,0,0,0.00
62,257,100,259,99,276,61,273,0.79
153,260,175,259,176,270,153,272,0.76
116,258,152,258,152,273,116,273,0.77
369,256,403,257,402,272,369,271,0.84
176,258,194,258,194,270,176,270,0.73
339,255,370,257,369,272,338,270,0.81
312,255,338,256,337,272,311,270,0.75
252,256,281,256,281,271,252,271,0.79
194,257,228,255,229,270,195,272,0.82
229,255,253,255,253,271,229,271,0.81
285,253,314,257,312,273,283,269,0.80
137,242,155,242,155,254,137,254,0.76
79,241,105,241,105,257,79,257,0.72
382,241,402,241,402,254,382,254,0.79
105,240,136,240,136,255,105,255,0.82
155,240,187,240,187,254,155,254,0.80
187,240,209,240,209,254,187,254,0.78
349,237,382,240,381,255,348,252,0.81
330,238,349,238,349,253,330,253,0.74
235,238,259,238,259,254,235,254,0.79
208,238,235,236,236,252,209,254,0.82
260,237,293,237,293,253,260,253,0.83
304,236,331,236,331,253,304,253,0.82
0,0,0,0,0,0,0,0,0.00
117,224,138,221,140,235,119,238,0.76
64,220,120,220,120,237,64,237,0.76
152,220,190,220,190,235,152,235,0.72
0,0,0,0,0,0,0,0,0.00
66,206,91,206,91,219,66,219,0.76
117,205,143,203,144,219,119,221,0.81
91,204,118,204,118,219,91,219,0.81
0,0,0,0,0,0,0,0,0.00
162,203,186,203,186,216,162,216,0.78
366,200,405,201,404,218,365,216,0.77
0,0,0,0,0,0,0,0,0.00
186,202,213,200,214,216,187,218,0.77
249,200,270,200,270,214,249,214,0.75
212,200,248,197,249,214,213,217,0.78
313,198,341,200,340,215,312,213,0.73
270,197,313,199,313,215,269,214,0.77
101,189,115,189,115,201,101,201,0.73
116,188,139,188,139,202,116,202,0.79
81,189,101,187,102,201,82,202,0.79
194,187,221,185,222,198,194,199,0.80
172,186,194,186,194,200,172,200,0.76
137,186,171,184,172,200,138,201,0.83
219,185,242,183,243,197,220,198,0.77
338,179,403,185,401,201,337,196,0.76
282,183,312,183,312,196,282,196,0.80
242,182,281,181,282,196,243,197,0.82
312,181,339,181,339,196,312,196,0.80
67,168,99,168,99,184,67,184,0.81
98,168,133,168,133,183,98,183,0.79
66,153,101,150,102,165,67,167,0.79
136,152,166,152,166,164,136,164,0.73
120,152,136,152,136,164,120,164,0.75
100,152,119,150,120,163,101,165,0.78
165,150,188,150,188,163,165,163,0.73
187,149,209,147,210,161,188,162,0.76
0,0,0,0,0,0,0,0,0.00
366,144,405,146,405,163,366,161,0.80
232,146,286,144,287,158,232,160,0.77
337,142,369,145,368,160,336,157,0.79
284,144,311,142,312,157,285,159,0.80
311,142,337,141,338,157,312,158,0.82
88,137,112,137,112,151,88,151,0.80
0,0,0,0,0,0,0,0,0.00
114,135,138,135,138,149,114,149,0.82
140,134,175,134,175,148,140,148,0.82
174,131,215,130,216,145,175,146,0.81
372,127,405,134,402,147,369,140,0.80
242,129,266,129,266,143,242,143,0.74
217,129,242,129,242,143,217,143,0.78
0,0,0,0,0,0,0,0,0.00
342,127,370,127,370,141,342,141,0.79
309,125,342,125,342,140,309,140,0.83
285,126,308,126,308,141,285,141,0.81
85,119,125,119,125,133,85,133,0.80
141,119,166,118,167,131,142,133,0.81
125,119,143,119,143,131,125,131,0.77
166,117,193,117,193,129,166,129,0.79
193,115,227,115,227,128,193,128,0.79
227,113,252,113,252,126,227,126,0.79
360,107,406,114,403,131,358,123,0.81
250,110,274,109,276,124,251,126,0.82
338,109,362,110,361,124,337,122,0.73
274,109,308,109,308,124,274,124,0.82
307,108,339,108,339,123,307,123,0.81
95,99,118,99,118,112,95,112,0.76
69,98,96,98,96,114,69,114,0.76
143,96,176,98,176,112,142,110,0.77
116,99,143,96,145,110,118,113,0.81
0,0,0,0,0,0,0,0,0.00
0,0,0,0,0,0,0,0,0.00
0,0,0,0,0,0,0,0,0.00
0,0,0,0,0,0,0,0,0.00
120,84,145,84,145,97,120,97,0.76
0,0,0,0,0,0,0,0,0.00
94,84,120,84,120,96,94,96,0.78
0,0,0,0,0,0,0,0,0.00
163,78,198,78,198,93,163,93,0.79
0,0,0,0,0,0,0,0,0.00
0,0,0,0,0,0,0,0,0.00
197,76,244,74,244,90,198,92,0.77
243,75,264,74,266,87,244,89,0.78
265,71,300,71,300,88,265,88,0.82
0,0,0,0,0,0,0,0,0.00
333,71,353,71,353,85,333,85,0.76
300,70,333,70,333,86,300,86,0.80
87,65,128,65,128,80,87,80,0.78
128,66,145,66,145,78,128,78,0.75
144,65,168,63,170,76,145,79,0.76
169,62,199,62,199,76,169,76,0.79
199,61,223,61,223,74,199,74,0.78
222,60,248,58,249,71,223,73,0.80
373,57,405,62,403,74,371,69,0.73
248,58,272,58,272,71,248,71,0.74
349,56,373,58,372,69,348,67,0.78
272,57,297,57,297,69,272,69,0.78
324,54,349,56,348,68,324,67,0.77
296,54,324,54,324,69,296,69,0.79
0,0,0,0,0,0,0,0,0.00
123,47,148,45,148,58,124,59,0.73
70,45,100,44,101,60,71,61,0.77
148,45,164,45,164,57,148,57,0.70
163,44,190,43,191,56,164,58,0.76
188,43,205,42,206,54,189,56,0.73
204,42,224,38,227,52,206,56,0.72
224,40,247,38,248,51,225,53,0.76
277,37,315,37,315,49,277,49,0.77
247,36,276,36,276,52,247,52,0.80
359,33,390,36,389,51,357,49,0.80
340,34,359,34,359,48,340,48,0.78
315,34,340,34,340,48,315,48,0.72
70,30,98,27,99,43,71,45,0.78
112,27,139,27,139,42,112,42,0.79
138,27,163,27,163,41,138,41,0.80
90,29,112,24,116,41,94,45,0.72
163,26,200,24,201,39,164,40,0.80
199,25,217,24,218,36,200,38,0.73
218,22,242,22,242,36,218,36,0.80
377,19,406,22,405,37,376,35,0.78
241,20,278,17,280,32,242,35,0.79
278,18,308,18,308,33,278,33,0.79
334,15,379,20,377,34,333,29,0.79
307,18,333,16,334,29,308,31,0.81
